ticker,signal,score,base_score,market_regime,market_score,market_adjustment,close,change_1d_pct,change_20d_pct,change_60d_pct,rsi_14,volume_ratio,volatility_20d_pct,trend,trend_score,momentum_score,volume_score,relative_strength_score,volatility_penalty,extension_penalty,reason,regime_reason,sma_20,sma_50,sma_200,high_52w,entry_price,target_price,stop_loss,risk_pct,reward_pct,risk_reward,position_quality,plan_reason
DGE.L,WATCH,65,65,NEUTRAL,40,0,1634.5,-0.55,6.55,6.54,63.6,0.86,2.08,TREND,28,26,3,8,0,0,strong trend; healthy momentum,SPY NEUTRAL 58; QQQ BEARISH 26,1569.83,1545.1,1607.04,2121.0,1634.5,1707.75,1570.41,3.92,4.48,1.14,LOW,WATCH score 65; ATR-based plan; R/R 1.14
HSBA.L,WATCH,65,65,NEUTRAL,40,0,1576.0,-0.69,8.61,18.02,75.9,1.0,1.12,TREND,32,12,7,18,0,-4,strong trend; volume support; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,1506.98,1443.04,1265.57,1587.0,1576.0,1639.5,1520.44,3.53,4.03,1.14,LOW,WATCH score 65; ATR-based plan; R/R 1.14
LLOY.L,WATCH,65,65,NEUTRAL,40,0,114.7,-0.82,-0.3,17.08,59.4,0.96,1.6,TREND,32,16,3,14,0,0,strong trend; healthy momentum; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,112.87,107.76,99.76,115.65,114.7,119.63,111.18,3.07,4.3,1.4,C,WATCH score 65; ATR-based plan; R/R 1.40
NOVN.SW,WATCH,65,65,NEUTRAL,40,0,126.6,-0.14,-1.03,9.48,54.9,0.95,1.34,TREND,32,16,3,14,0,0,strong trend; healthy momentum; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,125.71,122.63,115.97,130.5,126.6,131.12,123.82,2.19,3.57,1.63,C,WATCH score 65; ATR-based plan; R/R 1.63
ULVR.L,WATCH,65,65,NEUTRAL,40,0,4743.0,-2.21,2.66,10.05,57.2,0.94,2.36,TREND,28,21,3,13,0,0,strong trend; healthy momentum; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,4658.68,4481.53,4694.23,5472.0,4743.0,4949.13,4588.8,3.25,4.35,1.34,C,WATCH score 65; ATR-based plan; R/R 1.34
DBC,WATCH,64,64,NEUTRAL,40,0,29.38,0.19,10.56,-5.85,59.8,0.48,1.57,TREND,32,18,0,14,0,0,strong trend; healthy momentum; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,28.76,28.66,26.27,31.69,29.38,30.17,28.69,2.36,2.7,1.14,LOW,WATCH score 64; ATR-based plan; R/R 1.14
ENI.MI,WATCH,64,64,NEUTRAL,40,0,23.98,0.33,17.29,5.31,72.0,0.97,2.35,RECOVERING,26,21,3,18,0,-4,strong trend; healthy momentum; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,21.94,22.03,19.76,24.89,23.98,24.98,23.11,3.64,4.16,1.14,LOW,WATCH score 64; ATR-based plan; R/R 1.14
EXPN.L,WATCH,64,64,NEUTRAL,40,0,2790.0,-3.73,6.41,4.36,59.5,1.41,2.43,TREND,22,22,12,8,0,0,strong trend; healthy momentum; volume support,SPY NEUTRAL 58; QQQ BEARISH 26,2717.9,2627.54,2906.88,3982.0,2790.0,3025.39,2677.13,4.05,8.44,2.09,C,WATCH score 64; ATR-based plan; R/R 2.09
TTE.PA,WATCH,64,64,NEUTRAL,40,0,76.42,1.12,14.16,0.82,70.6,0.97,1.52,RECOVERING,26,17,3,18,0,0,strong trend; healthy momentum; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,72.01,72.76,66.65,81.02,76.42,79.21,73.98,3.2,3.65,1.14,LOW,WATCH score 64; ATR-based plan; R/R 1.14
XLE,WATCH,64,64,NEUTRAL,40,0,59.01,0.08,10.87,-0.75,65.6,0.42,1.31,TREND,32,18,0,14,0,0,strong trend; healthy momentum; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,57.27,56.66,52.61,62.56,59.01,60.81,57.43,2.67,3.05,1.14,LOW,WATCH score 64; ATR-based plan; R/R 1.14
BKNG,WATCH,63,63,NEUTRAL,40,0,193.92,0.35,5.07,15.68,65.2,0.31,2.87,TREND,28,26,0,13,-4,0,strong trend; healthy momentum; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,182.62,174.94,185.44,228.83,193.92,205.29,183.97,5.13,5.86,1.14,LOW,WATCH score 63; ATR-based plan; R/R 1.14
BNS.TO,WATCH,63,63,NEUTRAL,40,0,123.42,0.26,0.84,15.43,47.1,0.12,1.33,MIXED,24,21,0,18,0,0,strong trend; healthy momentum; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,123.44,119.45,104.55,126.86,123.42,126.88,121.59,1.48,2.81,1.89,C,WATCH score 63; ATR-based plan; R/R 1.89
CVX,WATCH,63,63,NEUTRAL,40,0,195.2,1.5,15.37,1.33,72.7,0.58,1.48,TREND,32,17,0,18,0,-4,strong trend; healthy momentum; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,185.26,182.72,175.37,211.15,195.2,201.65,189.56,2.89,3.3,1.14,LOW,WATCH score 63; ATR-based plan; R/R 1.14
RY.TO,WATCH,63,63,NEUTRAL,40,0,295.59,0.41,1.79,19.32,47.4,0.26,1.33,MIXED,24,21,0,18,0,0,strong trend; healthy momentum; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,297.21,285.03,242.1,305.74,295.59,303.58,292.75,0.96,2.7,2.82,C,WATCH score 63; ATR-based plan; R/R 2.82
VOD.L,WATCH,63,63,NEUTRAL,40,0,117.85,-1.34,19.4,0.34,52.6,0.6,3.64,TREND,32,17,0,18,-4,0,strong trend; healthy momentum; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,113.08,110.35,105.98,123.25,117.85,1487.06,111.38,5.49,1161.82,211.75,C,WATCH score 63; ATR-based plan; R/R 211.75
AMZN,WATCH,62,62,NEUTRAL,40,0,271.25,15.18,11.78,-0.84,63.9,1.93,3.87,RECOVERING,26,18,12,14,-4,-4,strong trend; healthy momentum; volume support; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,243.84,246.62,235.01,274.99,271.25,285.92,258.41,4.73,5.41,1.14,LOW,WATCH score 62; ATR-based plan; R/R 1.14
DIA,WATCH,62,62,NEUTRAL,40,0,523.92,0.46,-0.75,6.28,49.4,0.71,0.8,TREND,32,16,0,14,0,0,strong trend; healthy momentum; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,522.85,517.06,490.6,530.09,523.92,533.39,515.64,1.58,1.81,1.14,LOW,WATCH score 62; ATR-based plan; R/R 1.14
EIRL,WATCH,62,62,NEUTRAL,40,0,79.42,-0.6,-0.11,8.82,54.9,0.39,0.96,TREND,32,16,0,14,0,0,strong trend; healthy momentum; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,79.21,77.88,73.36,80.56,79.42,80.88,78.15,1.61,1.83,1.14,LOW,WATCH score 62; ATR-based plan; R/R 1.14
EWO,WATCH,62,62,NEUTRAL,40,0,42.38,-0.31,-0.61,8.92,55.0,0.08,1.33,TREND,32,16,0,14,0,0,strong trend; healthy momentum; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,42.05,41.64,37.13,43.14,42.38,43.41,41.48,2.13,2.44,1.14,LOW,WATCH score 62; ATR-based plan; R/R 1.14
EWU,WATCH,62,62,NEUTRAL,40,0,48.44,-0.48,2.72,4.29,71.3,0.26,0.82,TREND,32,12,0,18,0,0,strong trend; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,47.09,46.71,45.51,48.68,48.44,49.36,47.64,1.66,1.89,1.14,LOW,WATCH score 62; ATR-based plan; R/R 1.14
GE,WATCH,62,62,NEUTRAL,40,0,360.5,1.54,-4.51,25.75,54.5,0.32,1.99,TREND,32,16,0,14,0,0,strong trend; healthy momentum; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,354.97,345.17,315.09,378.68,360.5,378.02,349.65,3.01,4.86,1.61,C,WATCH score 62; ATR-based plan; R/R 1.61
IBN,WATCH,62,62,NEUTRAL,40,0,30.05,-0.69,1.9,15.49,59.1,0.4,1.34,TREND,28,21,0,13,0,0,strong trend; healthy momentum; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,29.6,28.2,29.01,33.7,30.05,30.95,29.26,2.62,3.0,1.14,LOW,WATCH score 62; ATR-based plan; R/R 1.14
WES.AX,WATCH,62,62,NEUTRAL,40,0,89.36,0.16,1.26,21.26,42.5,1.03,1.25,MIXED,24,13,7,18,0,0,strong trend; volume support; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,90.18,86.23,81.45,94.76,89.36,91.91,88.83,0.6,2.86,4.79,C,WATCH score 62; ATR-based plan; R/R 4.79
XLV,WATCH,62,62,NEUTRAL,40,0,162.62,-0.55,-0.68,11.92,52.6,0.64,1.22,TREND,32,16,0,14,0,0,strong trend; healthy momentum; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,161.93,156.33,152.44,167.26,162.62,167.38,159.5,1.92,2.93,1.53,C,WATCH score 62; ATR-based plan; R/R 1.53
8001.T,WATCH,61,61,NEUTRAL,40,0,2023.5,-0.95,9.26,1.84,72.5,1.08,1.12,TREND,28,17,7,13,0,-4,strong trend; healthy momentum; volume support; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,1932.67,1896.6,1945.13,2270.0,2023.5,2087.39,1967.6,2.76,3.16,1.14,LOW,WATCH score 61; ATR-based plan; R/R 1.14
EWG,WATCH,61,61,NEUTRAL,40,0,42.81,-0.15,1.19,1.0,67.8,0.35,1.06,RECOVERING,26,17,0,18,0,0,strong trend; healthy momentum; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,41.61,41.95,41.89,44.56,42.81,43.68,42.05,1.78,2.04,1.14,LOW,WATCH score 61; ATR-based plan; R/R 1.14
EWQ,WATCH,61,61,NEUTRAL,40,0,46.47,-0.01,1.19,2.98,66.0,0.51,0.94,RECOVERING,26,17,0,18,0,0,strong trend; healthy momentum; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,45.34,45.5,45.13,48.35,46.47,47.4,45.66,1.74,1.99,1.14,LOW,WATCH score 61; ATR-based plan; R/R 1.14
MDLZ,WATCH,61,61,NEUTRAL,40,0,62.19,-1.41,2.1,1.35,57.8,0.32,2.15,RECOVERING,26,17,0,18,0,0,strong trend; healthy momentum; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,60.54,61.03,58.63,64.99,62.19,65.08,59.66,4.06,4.65,1.14,LOW,WATCH score 61; ATR-based plan; R/R 1.14
WBC.AX,WATCH,61,61,NEUTRAL,40,0,37.87,-0.73,6.11,-3.74,64.5,1.25,0.91,TREND,22,18,12,9,0,0,strong trend; healthy momentum; volume support,SPY NEUTRAL 58; QQQ BEARISH 26,36.82,36.03,38.47,42.95,37.87,38.83,37.03,2.23,2.55,1.14,LOW,WATCH score 61; ATR-based plan; R/R 1.14
6861.T,WATCH,60,60,NEUTRAL,40,0,78970.0,1.78,-3.26,3.28,56.7,1.62,3.22,RECOVERING,26,12,12,14,-4,0,strong trend; volume support; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,75526.5,76509.8,64174.2,84170.0,78970.0,83864.86,74687.0,5.42,6.2,1.14,LOW,WATCH score 60; ATR-based plan; R/R 1.14
CPG.L,WATCH,60,60,NEUTRAL,40,0,31.71,-0.72,-3.06,8.28,45.7,1.22,2.14,RECOVERING,18,16,12,14,0,0,developing trend; healthy momentum; volume support; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,31.67,32.12,26.48,34.18,31.71,33.35,31.19,1.62,5.18,3.19,C,WATCH score 60; ATR-based plan; R/R 3.19
ITUB,WATCH,59,59,NEUTRAL,40,0,8.45,0.12,4.06,-1.4,49.3,0.28,1.76,TREND,32,18,0,9,0,0,strong trend; healthy momentum,SPY NEUTRAL 58; QQQ BEARISH 26,8.35,8.07,8.01,9.57,8.45,8.71,8.23,2.66,3.04,1.14,LOW,WATCH score 59; ATR-based plan; R/R 1.14
NTR.TO,WATCH,59,59,NEUTRAL,40,0,98.06,-1.04,6.68,-2.73,59.5,0.18,1.57,TREND,32,18,0,9,0,0,strong trend; healthy momentum,SPY NEUTRAL 58; QQQ BEARISH 26,95.31,93.39,92.81,114.41,98.06,101.62,94.95,3.17,3.63,1.14,LOW,WATCH score 59; ATR-based plan; R/R 1.14
SBUX,WATCH,59,59,NEUTRAL,40,0,105.23,-0.59,0.92,0.28,43.0,0.73,1.43,TREND,32,9,0,18,0,0,strong trend; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,104.81,102.34,94.89,108.37,105.23,109.88,103.24,1.89,4.41,2.33,C,WATCH score 59; ATR-based plan; R/R 2.33
VOO,WATCH,59,59,NEUTRAL,40,0,685.03,0.48,0.03,2.97,47.1,0.58,0.78,MIXED,24,17,0,18,0,0,strong trend; healthy momentum; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,685.34,684.98,644.04,698.26,685.03,697.07,675.06,1.46,1.76,1.21,C,WATCH score 59; ATR-based plan; R/R 1.21
6902.T,WATCH,58,58,NEUTRAL,40,0,2197.5,-0.48,17.48,15.93,86.7,1.42,1.9,TREND,28,12,12,18,0,-12,strong trend; volume support; relative strength; overextended,SPY NEUTRAL 58; QQQ BEARISH 26,1996.22,1928.09,2042.15,2315.0,2197.5,2268.07,2135.75,2.81,3.21,1.14,LOW,WATCH score 58; ATR-based plan; R/R 1.14
EWL,WATCH,58,58,NEUTRAL,40,0,63.14,-1.22,-1.31,3.32,55.0,0.45,0.88,TREND,32,12,0,14,0,0,strong trend; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,62.85,62.45,60.48,65.08,63.14,64.44,62.0,1.8,2.06,1.14,LOW,WATCH score 58; ATR-based plan; R/R 1.14
EWZ,WATCH,58,58,NEUTRAL,40,0,36.54,0.03,6.13,-7.98,60.1,0.96,1.51,TREND,28,18,3,9,0,0,strong trend; healthy momentum,SPY NEUTRAL 58; QQQ BEARISH 26,35.64,35.19,35.42,41.73,36.54,37.48,35.72,2.25,2.57,1.14,LOW,WATCH score 58; ATR-based plan; R/R 1.14
BARC.L,WATCH,57,57,NEUTRAL,40,0,508.7,-0.43,-2.6,16.0,49.5,0.82,1.93,MIXED,24,16,3,14,0,0,strong trend; healthy momentum; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,516.39,495.56,450.73,530.4,508.7,535.38,508.64,0.01,5.24,477.7,C,WATCH score 57; ATR-based plan; R/R 477.70
EWD,WATCH,57,57,NEUTRAL,40,0,52.4,-0.17,3.8,2.99,72.4,0.05,1.07,RECOVERING,26,17,0,18,0,-4,strong trend; healthy momentum; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,50.54,50.83,50.4,54.72,52.4,53.57,51.38,1.96,2.24,1.14,LOW,WATCH score 57; ATR-based plan; R/R 1.14
INDA,WATCH,57,57,NEUTRAL,40,0,49.83,0.25,0.53,1.35,61.1,0.54,0.91,TREND,22,17,0,18,0,0,strong trend; healthy momentum; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,48.91,48.72,51.0,55.29,49.83,50.62,49.14,1.38,1.58,1.14,LOW,WATCH score 57; ATR-based plan; R/R 1.14
8058.T,WATCH,56,56,NEUTRAL,40,0,4777.0,-0.87,9.97,-8.47,68.0,0.91,1.86,RECOVERING,26,18,3,9,0,0,strong trend; healthy momentum,SPY NEUTRAL 58; QQQ BEARISH 26,4611.8,4712.26,4488.24,5882.0,4777.0,4985.34,4594.7,3.82,4.36,1.14,LOW,WATCH score 56; ATR-based plan; R/R 1.14
BHP.AX,WATCH,56,56,NEUTRAL,40,0,60.31,1.96,-0.31,3.06,56.5,1.61,1.97,RECOVERING,18,12,12,14,0,0,developing trend; volume support; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,59.0,60.44,52.18,65.59,60.31,62.82,58.12,3.64,4.17,1.14,LOW,WATCH score 56; ATR-based plan; R/R 1.14
KER.PA,WATCH,56,56,NEUTRAL,40,0,284.2,-2.22,14.39,15.58,67.1,1.11,4.42,RECOVERING,22,26,7,13,-8,-4,strong trend; healthy momentum; volume support; relative strength; volatility risk,SPY NEUTRAL 58; QQQ BEARISH 26,254.43,255.9,272.65,344.95,284.2,301.25,269.29,5.25,6.0,1.14,LOW,WATCH score 56; ATR-based plan; R/R 1.14
CSL.AX,WATCH,55,55,NEUTRAL,40,0,123.06,-3.81,1.03,0.87,52.7,1.53,2.36,TREND,22,17,12,4,0,0,strong trend; healthy momentum; volume support,SPY NEUTRAL 58; QQQ BEARISH 26,121.96,112.36,148.0,271.32,123.06,128.6,120.13,2.38,4.51,1.89,C,WATCH score 55; ATR-based plan; R/R 1.89
FXB,WATCH,55,55,NEUTRAL,40,0,129.56,-0.02,1.07,-0.46,60.6,0.34,0.41,TREND,28,13,0,14,0,0,strong trend; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,128.74,128.52,128.82,133.09,129.56,130.65,128.61,0.73,0.84,1.14,LOW,WATCH score 55; ATR-based plan; R/R 1.14
III.L,WATCH,55,55,NEUTRAL,40,0,2864.0,0.6,9.69,9.38,62.5,0.81,2.04,TREND,22,26,3,4,0,0,strong trend; healthy momentum,SPY NEUTRAL 58; QQQ BEARISH 26,2687.25,2462.14,2999.19,4459.0,2864.0,3015.43,2731.5,4.63,5.29,1.14,LOW,WATCH score 55; ATR-based plan; R/R 1.14
REL.L,WATCH,55,55,NEUTRAL,40,0,2607.0,-2.54,11.7,4.83,57.4,1.06,2.98,TREND,22,22,7,8,-4,0,strong trend; healthy momentum; volume support,SPY NEUTRAL 58; QQQ BEARISH 26,2529.05,2475.0,2712.37,3904.0,2607.0,2839.96,2491.11,4.45,8.94,2.01,C,WATCH score 55; ATR-based plan; R/R 2.01
