ticker,signal,score,base_score,market_regime,market_score,market_adjustment,close,change_1d_pct,change_20d_pct,change_60d_pct,rsi_14,volume_ratio,volatility_20d_pct,trend,trend_score,momentum_score,volume_score,relative_strength_score,volatility_penalty,extension_penalty,reason,regime_reason,sma_20,sma_50,sma_200,high_52w
FXE,IGNORE,14,19,DEFENSIVE,30,-5,105.03,-0.28,0.25,-2.82,42.1,0.3,0.26,WEAK,0,5,0,14,0,0,relative strength,SPY BEARISH 36; QQQ BEARISH 26,105.34,106.27,107.38,111.09
GSK.L,IGNORE,14,19,DEFENSIVE,30,-5,1919.5,0.73,-3.2,0.08,38.3,0.68,1.51,WEAK,10,0,0,9,0,0,mixed setup,SPY BEARISH 36; QQQ BEARISH 26,1948.47,1931.38,1921.56,2268.0
INDA,IGNORE,14,19,DEFENSIVE,30,-5,47.63,-1.22,-4.03,-3.54,29.8,2.14,0.73,WEAK,6,-4,12,5,0,0,weak momentum; volume support,SPY BEARISH 36; QQQ BEARISH 26,48.98,48.56,51.1,55.29
PG,IGNORE,14,19,DEFENSIVE,30,-5,146.97,-1.45,-3.33,-0.96,41.9,0.73,1.55,MIXED,14,0,0,5,0,0,developing trend,SPY BEARISH 36; QQQ BEARISH 26,148.66,146.83,148.16,167.2
COIN,IGNORE,13,18,DEFENSIVE,30,-5,161.16,-2.99,7.36,-18.06,46.9,0.76,4.31,RECOVERING,8,18,0,0,-8,0,healthy momentum; volatility risk,SPY BEARISH 36; QQQ BEARISH 26,159.53,169.07,218.87,391.66
HYG,IGNORE,13,18,DEFENSIVE,30,-5,79.23,-0.36,-0.78,-1.59,35.2,1.74,0.19,WEAK,0,-4,12,10,0,0,weak momentum; volume support; relative strength,SPY BEARISH 36; QQQ BEARISH 26,79.71,79.79,80.28,81.32
LQD,IGNORE,13,18,DEFENSIVE,30,-5,106.26,-0.38,-2.88,-2.77,19.3,1.23,0.3,WEAK,0,-4,12,10,0,0,weak momentum; volume support; relative strength,SPY BEARISH 36; QQQ BEARISH 26,107.9,108.33,109.91,112.92
TIP,IGNORE,13,18,DEFENSIVE,30,-5,107.49,-0.26,-1.67,-3.83,31.2,1.26,0.32,WEAK,0,-4,12,10,0,0,weak momentum; volume support; relative strength,SPY BEARISH 36; QQQ BEARISH 26,108.37,109.36,110.5,112.2
TLT,IGNORE,13,18,DEFENSIVE,30,-5,83.17,-0.32,-4.82,-3.6,18.9,1.33,0.45,WEAK,0,-4,12,10,0,0,weak momentum; volume support; relative strength,SPY BEARISH 36; QQQ BEARISH 26,84.91,85.12,87.45,92.06
0700.HK,IGNORE,11,16,DEFENSIVE,30,-5,443.6,2.07,7.72,-6.37,44.8,0.22,3.0,WEAK,6,10,0,4,-4,0,mixed setup,SPY BEARISH 36; QQQ BEARISH 26,454.12,449.08,543.88,677.5
2318.HK,IGNORE,11,16,DEFENSIVE,30,-5,56.95,0.09,12.66,-5.16,83.5,0.23,1.29,RECOVERING,16,4,0,4,0,-8,developing trend; overextended,SPY BEARISH 36; QQQ BEARISH 26,54.13,56.36,61.08,73.45
ABX.TO,IGNORE,11,16,DEFENSIVE,30,-5,52.31,-0.89,0.87,-2.33,39.3,0.92,2.45,RECOVERING,8,1,3,4,0,0,mixed setup,SPY BEARISH 36; QQQ BEARISH 26,51.82,54.86,57.21,71.86
IGV,IGNORE,11,16,DEFENSIVE,30,-5,87.1,-2.16,1.08,1.95,28.6,0.95,1.78,WEAK,0,5,3,8,0,0,mixed setup,SPY BEARISH 36; QQQ BEARISH 26,91.79,92.77,95.42,117.79
SU.PA,IGNORE,11,16,DEFENSIVE,30,-5,268.05,1.0,-2.9,-0.2,39.7,0.67,1.72,MIXED,10,-4,0,10,0,0,weak momentum; relative strength,SPY BEARISH 36; QQQ BEARISH 26,271.02,272.59,253.76,292.75
8035.T,IGNORE,10,15,DEFENSIVE,30,-5,62420.0,-0.38,-14.4,32.53,33.6,0.47,3.79,MIXED,16,-1,0,4,-4,0,developing trend; weak momentum,SPY BEARISH 36; QQQ BEARISH 26,70307.5,64874.2,44634.7,78800.0
CSL.AX,IGNORE,10,15,DEFENSIVE,30,-5,116.46,1.96,0.93,-6.71,32.5,0.26,1.72,MIXED,14,1,0,0,0,0,developing trend,SPY BEARISH 36; QQQ BEARISH 26,120.66,110.25,149.73,271.32
PYPL,IGNORE,10,15,DEFENSIVE,30,-5,56.0,0.88,31.83,12.52,80.9,0.69,4.16,TREND,28,7,0,8,-8,-20,strong trend; volatility risk; overextended,SPY BEARISH 36; QQQ BEARISH 26,48.93,45.54,52.6,78.22
RIO.AX,IGNORE,10,15,DEFENSIVE,30,-5,163.05,1.91,-6.35,-5.19,43.0,0.29,1.75,MIXED,10,0,0,5,0,0,mixed setup,SPY BEARISH 36; QQQ BEARISH 26,164.73,175.39,157.52,194.47
MSFT,IGNORE,9,14,DEFENSIVE,30,-5,381.58,-2.24,4.41,-10.18,44.3,0.71,2.22,WEAK,0,10,0,4,0,0,mixed setup,SPY BEARISH 36; QQQ BEARISH 26,385.45,399.7,436.85,542.07
UBER,IGNORE,9,14,DEFENSIVE,30,-5,68.91,-2.02,-6.69,-9.65,31.8,1.28,2.31,WEAK,6,-4,12,0,0,0,weak momentum; volume support,SPY BEARISH 36; QQQ BEARISH 26,73.05,72.48,79.4,100.1
2454.TW,IGNORE,8,13,DEFENSIVE,30,-5,3610.0,-3.73,-7.67,38.31,37.3,0.89,4.34,MIXED,10,4,3,4,-8,0,volatility risk,SPY BEARISH 36; QQQ BEARISH 26,3875.5,4063.2,2273.53,4640.0
ARKK,IGNORE,8,13,DEFENSIVE,30,-5,73.83,-2.89,-3.77,-3.55,33.9,1.11,2.21,WEAK,10,-4,7,0,0,0,weak momentum; volume support,SPY BEARISH 36; QQQ BEARISH 26,78.88,78.01,77.83,92.53
ECH,IGNORE,8,13,DEFENSIVE,30,-5,38.62,-2.33,-1.86,-9.34,46.2,0.43,1.26,WEAK,0,8,0,5,0,0,mixed setup,SPY BEARISH 36; QQQ BEARISH 26,39.46,40.04,40.05,47.37
XLC,IGNORE,8,13,DEFENSIVE,30,-5,105.38,-3.5,-1.09,-9.01,36.5,1.8,1.35,WEAK,0,-4,12,5,0,0,weak momentum; volume support,SPY BEARISH 36; QQQ BEARISH 26,109.7,111.84,114.55,120.08
XLY,IGNORE,8,13,DEFENSIVE,30,-5,108.76,-4.61,-5.48,-7.71,26.0,1.47,1.48,WEAK,0,-4,12,5,0,0,weak momentum; volume support,SPY BEARISH 36; QQQ BEARISH 26,115.81,116.7,117.25,124.52
9988.HK,IGNORE,7,12,DEFENSIVE,30,-5,111.1,1.0,24.13,-12.17,68.9,0.31,3.42,RECOVERING,8,8,0,0,-4,0,mixed setup,SPY BEARISH 36; QQQ BEARISH 26,106.98,113.23,140.04,185.1
AMZN,IGNORE,7,12,DEFENSIVE,30,-5,233.66,-4.57,-0.26,-10.52,40.5,0.87,1.95,WEAK,4,0,3,5,0,0,mixed setup,SPY BEARISH 36; QQQ BEARISH 26,243.58,249.9,234.53,274.99
GDX,IGNORE,7,12,DEFENSIVE,30,-5,75.02,-2.16,0.58,-18.98,42.7,0.84,2.59,RECOVERING,8,5,3,0,-4,0,mixed setup,SPY BEARISH 36; QQQ BEARISH 26,74.91,80.75,87.53,115.84
BCE.TO,IGNORE,6,11,DEFENSIVE,30,-5,29.91,-0.96,-9.58,-6.88,46.3,0.9,1.55,WEAK,0,3,3,5,0,0,mixed setup,SPY BEARISH 36; QQQ BEARISH 26,30.64,32.47,33.24,36.12
KLAC,IGNORE,6,11,DEFENSIVE,30,-5,218.73,1.88,-9.04,15.12,40.8,0.64,6.13,MIXED,16,3,0,4,-12,0,developing trend; volatility risk,SPY BEARISH 36; QQQ BEARISH 26,234.45,220.19,160.02,301.71
LRCX,IGNORE,6,11,DEFENSIVE,30,-5,319.78,0.15,-14.68,23.24,39.4,0.65,5.55,MIXED,16,-1,0,4,-8,0,developing trend; weak momentum; volatility risk,SPY BEARISH 36; QQQ BEARISH 26,349.72,338.13,236.74,433.33
SIFY,IGNORE,6,11,DEFENSIVE,30,-5,14.17,-2.95,-4.51,-4.64,40.0,0.54,3.6,MIXED,10,0,0,5,-4,0,mixed setup,SPY BEARISH 36; QQQ BEARISH 26,15.11,15.69,14.05,17.35
BKNG,IGNORE,5,10,DEFENSIVE,30,-5,172.83,-2.83,-4.65,-2.64,35.8,0.7,2.11,MIXED,14,-4,0,0,0,0,developing trend; weak momentum,SPY BEARISH 36; QQQ BEARISH 26,179.34,170.58,185.96,228.83
EWQ,IGNORE,5,10,DEFENSIVE,30,-5,44.69,-1.82,-0.33,-1.13,36.6,0.55,0.98,WEAK,4,-4,0,10,0,0,weak momentum; relative strength,SPY BEARISH 36; QQQ BEARISH 26,45.19,45.39,45.07,48.35
4063.T,IGNORE,4,9,DEFENSIVE,30,-5,6155.0,-8.16,-9.95,-11.43,28.2,1.42,3.52,MIXED,10,-9,12,0,-4,0,weak momentum; volume support,SPY BEARISH 36; QQQ BEARISH 26,7107.0,7180.48,5966.16,7806.0
7741.T,IGNORE,4,9,DEFENSIVE,30,-5,24765.0,0.83,-3.17,-14.43,42.6,0.28,2.03,WEAK,4,0,0,5,0,0,mixed setup,SPY BEARISH 36; QQQ BEARISH 26,25268.5,26061.3,25801.67,30030.0
HD,IGNORE,4,9,DEFENSIVE,30,-5,324.71,-2.03,-5.29,-2.28,26.0,1.09,1.51,WEAK,6,-4,7,0,0,0,weak momentum; volume support,SPY BEARISH 36; QQQ BEARISH 26,342.21,326.97,350.5,423.42
IEF,IGNORE,4,9,DEFENSIVE,30,-5,92.85,-0.27,-1.98,-2.61,28.9,0.9,0.27,WEAK,0,-4,3,10,0,0,weak momentum; relative strength,SPY BEARISH 36; QQQ BEARISH 26,93.87,93.98,95.68,97.99
IFX.DE,IGNORE,4,9,DEFENSIVE,30,-5,64.41,-1.65,-17.74,12.74,31.2,0.56,3.78,MIXED,10,-1,0,4,-4,0,weak momentum,SPY BEARISH 36; QQQ BEARISH 26,71.24,75.39,49.67,88.0
SHY,IGNORE,4,9,DEFENSIVE,30,-5,81.77,-0.07,-0.37,-0.94,39.5,0.97,0.11,WEAK,0,-4,3,10,0,0,weak momentum; relative strength,SPY BEARISH 36; QQQ BEARISH 26,81.95,82.02,82.57,83.18
CRM,IGNORE,3,8,DEFENSIVE,30,-5,156.93,-3.72,2.73,-12.9,41.1,1.01,2.79,WEAK,0,5,7,0,-4,0,volume support,SPY BEARISH 36; QQQ BEARISH 26,164.65,170.33,207.0,270.25
GDXJ,IGNORE,3,8,DEFENSIVE,30,-5,97.6,-2.94,1.58,-19.66,43.0,1.1,3.1,WEAK,0,5,7,0,-4,0,volume support,SPY BEARISH 36; QQQ BEARISH 26,97.74,105.67,115.16,156.19
GOOG,IGNORE,3,8,DEFENSIVE,30,-5,318.34,-6.89,-7.74,-8.66,32.0,2.02,2.66,WEAK,4,-4,12,0,-4,0,weak momentum; volume support,SPY BEARISH 36; QQQ BEARISH 26,351.5,363.64,322.83,399.04
GOOGL,IGNORE,3,8,DEFENSIVE,30,-5,317.69,-7.13,-7.99,-9.32,29.6,2.02,2.61,WEAK,4,-4,12,0,-4,0,weak momentum; volume support,SPY BEARISH 36; QQQ BEARISH 26,353.39,366.06,323.56,402.62
NOW,IGNORE,3,8,DEFENSIVE,30,-5,91.94,-3.69,-1.98,1.65,29.7,2.21,3.92,WEAK,0,0,12,0,-4,0,volume support,SPY BEARISH 36; QQQ BEARISH 26,103.22,103.92,127.12,198.64
SLV,IGNORE,3,8,DEFENSIVE,30,-5,52.06,-3.45,0.54,-23.81,41.2,0.88,2.35,WEAK,0,5,3,0,0,0,mixed setup,SPY BEARISH 36; QQQ BEARISH 26,53.03,60.49,63.35,105.6
6954.T,IGNORE,2,7,DEFENSIVE,30,-5,6793.0,2.55,-3.32,-6.38,38.2,0.68,3.24,MIXED,10,-4,0,5,-4,0,weak momentum,SPY BEARISH 36; QQQ BEARISH 26,7009.5,7363.34,6266.9,8428.0
WMT,IGNORE,2,7,DEFENSIVE,30,-5,108.4,-0.85,-8.91,-15.04,40.6,0.95,1.62,WEAK,4,-5,3,5,0,0,weak momentum,SPY BEARISH 36; QQQ BEARISH 26,112.6,118.08,117.72,134.2
ADBE,IGNORE,1,6,DEFENSIVE,30,-5,212.17,-2.83,7.94,-11.34,44.3,0.75,2.76,WEAK,0,10,0,0,-4,0,mixed setup,SPY BEARISH 36; QQQ BEARISH 26,219.3,228.3,279.44,370.74
KER.PA,IGNORE,1,6,DEFENSIVE,30,-5,242.3,1.47,-9.27,4.15,44.3,1.04,2.68,WEAK,0,-1,7,4,-4,0,weak momentum; volume support,SPY BEARISH 36; QQQ BEARISH 26,249.36,252.99,273.52,344.95
PLTR,IGNORE,1,6,DEFENSIVE,30,-5,123.37,-0.96,8.7,-13.79,41.8,0.72,3.32,WEAK,0,10,0,0,-4,0,mixed setup,SPY BEARISH 36; QQQ BEARISH 26,127.12,131.88,154.58,207.18
SHOP,IGNORE,1,6,DEFENSIVE,30,-5,112.0,-5.42,-1.9,-9.84,38.1,1.39,2.82,WEAK,6,-4,12,-4,-4,0,weak momentum; volume support,SPY BEARISH 36; QQQ BEARISH 26,120.27,113.2,134.26,179.01
SHOP.TO,IGNORE,1,6,DEFENSIVE,30,-5,157.86,-5.41,-2.91,-5.57,34.9,1.4,2.63,WEAK,6,-4,12,-4,-4,0,weak momentum; volume support,SPY BEARISH 36; QQQ BEARISH 26,170.0,158.91,185.75,249.71
000660.KS,IGNORE,0,0,DEFENSIVE,30,-5,1772000.0,0.74,-33.71,37.15,32.3,0.45,7.18,MIXED,10,-1,0,0,-12,0,weak momentum; volatility risk,SPY BEARISH 36; QQQ BEARISH 26,2099900.0,2195120.0,1152220.0,2919000.0
005380.KS,IGNORE,0,0,DEFENSIVE,30,-5,399500.0,-0.37,-16.86,-23.76,25.8,0.42,3.42,WEAK,4,-9,0,-4,-4,0,weak momentum,SPY BEARISH 36; QQQ BEARISH 26,448825.0,560100.0,443170.0,750000.0
005930.KS,IGNORE,0,5,DEFENSIVE,30,-5,251250.0,0.7,-25.99,11.92,32.2,0.52,5.87,MIXED,10,-1,0,4,-8,0,weak momentum; volatility risk,SPY BEARISH 36; QQQ BEARISH 26,280387.5,303955.0,190346.25,362500.0
051910.KS,IGNORE,0,0,DEFENSIVE,30,-5,260500.0,0.58,-3.87,-31.36,42.4,0.43,4.83,WEAK,0,0,0,-4,-8,0,volatility risk,SPY BEARISH 36; QQQ BEARISH 26,266525.0,310740.0,340210.0,429500.0
1810.HK,IGNORE,0,0,DEFENSIVE,30,-5,28.76,7.63,34.27,-3.88,76.2,0.74,3.36,RECOVERING,16,-1,0,0,-4,-16,developing trend; weak momentum; overextended,SPY BEARISH 36; QQQ BEARISH 26,25.41,26.55,35.29,59.45
2308.TW,IGNORE,0,0,DEFENSIVE,30,-5,1710.0,-4.2,-10.24,-21.02,36.2,0.87,3.78,MIXED,10,-9,3,0,-4,0,weak momentum,SPY BEARISH 36; QQQ BEARISH 26,1879.5,2068.7,1470.3,2520.0
373220.KS,IGNORE,0,0,DEFENSIVE,30,-5,331500.0,0.61,0.0,-28.56,42.1,0.25,6.41,WEAK,0,0,0,-4,-12,0,volatility risk,SPY BEARISH 36; QQQ BEARISH 26,337625.0,376460.0,405850.0,514000.0
4519.T,IGNORE,0,4,DEFENSIVE,30,-5,6853.0,-7.59,-7.82,-7.95,31.9,1.67,2.53,WEAK,0,-4,12,0,-4,0,weak momentum; volume support,SPY BEARISH 36; QQQ BEARISH 26,7352.7,7523.24,8142.72,10455.0
6981.T,IGNORE,0,2,DEFENSIVE,30,-5,8038.0,-3.28,-25.37,63.51,30.8,0.49,5.5,MIXED,16,-10,0,4,-8,0,developing trend; weak momentum; volatility risk,SPY BEARISH 36; QQQ BEARISH 26,9415.35,9396.24,5044.15,12250.0
9984.T,IGNORE,0,0,DEFENSIVE,30,-5,5247.0,-4.6,-15.72,-10.22,39.4,0.71,4.75,MIXED,10,-9,0,-4,-8,0,weak momentum; volatility risk,SPY BEARISH 36; QQQ BEARISH 26,5933.15,6539.84,5114.74,8632.0
ADYEN.AS,IGNORE,0,0,DEFENSIVE,30,-5,801.0,0.7,-2.9,-16.43,33.2,0.78,2.11,WEAK,0,-4,0,-4,0,0,weak momentum,SPY BEARISH 36; QQQ BEARISH 26,837.16,866.1,1103.36,1528.6
AZN.L,IGNORE,0,0,DEFENSIVE,30,-5,12670.0,-0.14,-11.51,-7.46,27.2,0.73,2.33,WEAK,0,-9,0,5,0,0,weak momentum,SPY BEARISH 36; QQQ BEARISH 26,13291.6,13503.24,13814.72,15542.0
BMW.DE,IGNORE,0,0,DEFENSIVE,30,-5,56.96,0.07,-3.56,-26.9,31.0,0.76,1.62,WEAK,0,-4,0,-4,0,0,weak momentum,SPY BEARISH 36; QQQ BEARISH 26,58.4,64.73,80.07,97.42
CDNS,IGNORE,0,4,DEFENSIVE,30,-5,330.46,-1.94,-11.26,-1.81,30.1,1.0,2.76,MIXED,10,-9,7,0,-4,0,weak momentum; volume support,SPY BEARISH 36; QQQ BEARISH 26,364.92,372.96,327.83,416.39
COST,IGNORE,0,5,DEFENSIVE,30,-5,926.06,-0.13,-3.64,-7.21,39.5,0.67,1.58,WEAK,4,-4,0,5,0,0,weak momentum,SPY BEARISH 36; QQQ BEARISH 26,935.15,971.48,956.96,1094.32
CSU.TO,IGNORE,0,2,DEFENSIVE,30,-5,2565.61,-1.44,-10.57,5.36,37.6,1.09,2.91,WEAK,0,-1,7,0,-4,0,weak momentum; volume support,SPY BEARISH 36; QQQ BEARISH 26,2751.05,2784.88,2904.78,4890.29
DG.PA,IGNORE,0,0,DEFENSIVE,30,-5,118.35,0.3,-9.03,-7.9,26.7,0.67,1.55,WEAK,0,-9,0,5,0,0,weak momentum,SPY BEARISH 36; QQQ BEARISH 26,121.4,124.05,124.89,142.35
DIS,IGNORE,0,3,DEFENSIVE,30,-5,92.83,-3.17,-8.2,-9.3,28.1,1.29,1.76,WEAK,0,-9,12,0,0,0,weak momentum; volume support,SPY BEARISH 36; QQQ BEARISH 26,96.9,100.04,105.12,121.47
EL.PA,IGNORE,0,0,DEFENSIVE,30,-5,163.5,0.99,-3.05,-9.79,37.1,0.7,2.11,WEAK,0,-4,0,-4,0,0,weak momentum,SPY BEARISH 36; QQQ BEARISH 26,168.6,172.19,231.93,320.7
EZA,IGNORE,0,0,DEFENSIVE,30,-5,60.43,-4.05,-2.81,-13.39,34.8,3.07,1.48,WEAK,0,-4,0,0,0,0,weak momentum,SPY BEARISH 36; QQQ BEARISH 26,63.0,65.55,68.66,81.6
FXY,IGNORE,0,1,DEFENSIVE,30,-5,56.01,-0.39,-1.22,-2.73,25.8,3.36,0.35,WEAK,0,-4,0,5,0,0,weak momentum,SPY BEARISH 36; QQQ BEARISH 26,56.51,57.07,58.4,62.82
HDB,IGNORE,0,0,DEFENSIVE,30,-5,23.13,-0.22,-9.51,-10.04,32.9,1.02,3.06,WEAK,6,-9,7,-4,-4,0,weak momentum; volume support,SPY BEARISH 36; QQQ BEARISH 26,25.64,24.8,30.3,38.92
IBM,IGNORE,0,0,DEFENSIVE,30,-5,206.65,0.43,-21.41,-9.38,20.3,1.13,6.18,WEAK,0,-9,7,-4,-12,0,weak momentum; volume support; volatility risk,SPY BEARISH 36; QQQ BEARISH 26,257.08,260.17,272.42,329.23
INFY,IGNORE,0,4,DEFENSIVE,30,-5,10.67,-2.38,-2.38,-13.11,43.5,1.64,2.85,WEAK,0,0,12,-4,-4,0,volume support,SPY BEARISH 36; QQQ BEARISH 26,11.01,11.66,14.84,20.22
ISRG,IGNORE,0,0,DEFENSIVE,30,-5,332.02,-2.54,-17.37,-29.51,22.3,1.27,4.14,WEAK,0,-9,12,-4,-8,0,weak momentum; volume support; volatility risk,SPY BEARISH 36; QQQ BEARISH 26,391.46,408.98,484.54,592.85
LOW,IGNORE,0,3,DEFENSIVE,30,-5,201.92,-1.19,-8.82,-16.75,21.3,1.37,1.69,WEAK,0,-9,12,0,0,0,weak momentum; volume support,SPY BEARISH 36; QQQ BEARISH 26,214.03,215.51,240.05,287.39
MCD,IGNORE,0,3,DEFENSIVE,30,-5,262.8,-0.29,-4.05,-9.44,27.9,1.08,1.77,WEAK,0,-4,7,0,0,0,weak momentum; volume support,SPY BEARISH 36; QQQ BEARISH 26,270.92,275.81,301.3,341.06
NFLX,IGNORE,0,0,DEFENSIVE,30,-5,68.89,0.53,-4.11,-24.6,19.8,0.87,2.71,WEAK,0,-4,3,-4,-4,0,weak momentum,SPY BEARISH 36; QQQ BEARISH 26,72.82,79.05,92.76,126.32
ORCL,IGNORE,0,0,DEFENSIVE,30,-5,120.04,-4.61,-23.8,-30.6,33.0,0.79,3.08,WEAK,0,-9,0,-4,-4,0,weak momentum,SPY BEARISH 36; QQQ BEARISH 26,136.28,172.98,188.28,328.33
PEP,IGNORE,0,0,DEFENSIVE,30,-5,134.95,-0.52,-5.15,-12.43,30.9,0.82,1.93,WEAK,0,-4,3,0,0,0,weak momentum,SPY BEARISH 36; QQQ BEARISH 26,138.67,142.62,149.85,170.49
PRX.AS,IGNORE,0,0,DEFENSIVE,30,-5,36.76,0.82,-1.92,-10.51,44.8,0.53,2.77,WEAK,0,0,0,-4,-4,0,mixed setup,SPY BEARISH 36; QQQ BEARISH 26,38.69,39.04,46.68,62.39
RDY,IGNORE,0,5,DEFENSIVE,30,-5,11.8,3.69,-19.51,-15.53,17.9,2.29,3.12,WEAK,6,-9,12,0,-4,0,weak momentum; volume support,SPY BEARISH 36; QQQ BEARISH 26,13.53,13.48,13.76,15.38
SNPS,IGNORE,0,0,DEFENSIVE,30,-5,373.52,-1.08,-19.49,-25.08,22.8,1.1,2.36,WEAK,4,-9,7,-4,0,0,weak momentum; volume support,SPY BEARISH 36; QQQ BEARISH 26,425.08,461.01,452.15,645.35
SQM,IGNORE,0,0,DEFENSIVE,30,-5,69.32,0.16,-8.28,-24.07,41.3,0.62,2.94,WEAK,4,-5,0,0,-4,0,weak momentum,SPY BEARISH 36; QQQ BEARISH 26,71.59,77.41,71.87,95.31
T.TO,IGNORE,0,0,DEFENSIVE,30,-5,14.23,-1.04,-11.17,-15.55,39.0,0.61,1.32,WEAK,0,-9,0,-4,0,0,weak momentum,SPY BEARISH 36; QQQ BEARISH 26,14.78,16.04,17.99,23.01
TSLA,IGNORE,0,0,DEFENSIVE,30,-5,319.69,-14.52,-14.87,-15.58,29.0,2.7,4.85,WEAK,0,-9,0,0,-8,0,weak momentum; volatility risk,SPY BEARISH 36; QQQ BEARISH 26,391.83,404.97,415.41,489.88
UNG,IGNORE,0,2,DEFENSIVE,30,-5,10.61,0.09,-9.55,1.14,30.7,1.1,2.18,WEAK,0,-5,7,0,0,0,weak momentum; volume support,SPY BEARISH 36; QQQ BEARISH 26,11.03,11.3,12.21,16.9
WIT,IGNORE,0,0,DEFENSIVE,30,-5,1.78,-1.66,-18.72,-13.17,32.3,1.08,4.26,WEAK,0,-9,7,-4,-8,0,weak momentum; volume support; volatility risk,SPY BEARISH 36; QQQ BEARISH 26,1.92,2.05,2.38,3.06
