scan_id,saved_at,ticker,signal,score,base_score,market_regime,market_score,market_adjustment,close,change_1d_pct,change_20d_pct,change_60d_pct,rsi_14,volume_ratio,volatility_20d_pct,trend,trend_score,momentum_score,volume_score,relative_strength_score,volatility_penalty,extension_penalty,reason,regime_reason,sma_20,sma_50,sma_200,high_52w
20260731_170411,2026-07-31T17:04:11.140780+00:00,OR.PA,WATCH,77,77,NEUTRAL,40,0,386.95,-1.79,1.18,6.6,54.7,1.39,1.47,RECOVERING,26,21,12,18,0,0,strong trend; healthy momentum; volume support; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,380.81,381.27,372.55,406.7
20260731_170411,2026-07-31T17:04:11.140780+00:00,BAC,WATCH,76,76,NEUTRAL,40,0,62.14,0.66,5.81,16.98,65.1,0.24,1.32,TREND,32,26,0,18,0,0,strong trend; healthy momentum; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,60.89,57.25,53.57,62.62
20260731_170411,2026-07-31T17:04:11.140780+00:00,CNR.TO,WATCH,76,76,NEUTRAL,40,0,178.8,0.4,3.69,16.91,52.4,0.34,1.26,TREND,32,26,0,18,0,0,strong trend; healthy momentum; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,178.54,170.68,148.61,183.92
20260731_170411,2026-07-31T17:04:11.140780+00:00,EC,WATCH,76,76,NEUTRAL,40,0,17.11,0.41,16.39,20.49,66.0,0.26,1.89,TREND,32,26,0,18,0,0,strong trend; healthy momentum; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,15.95,15.51,12.73,17.11
20260731_170411,2026-07-31T17:04:11.140780+00:00,GREK,WATCH,76,76,NEUTRAL,40,0,80.39,-0.4,5.72,14.59,66.9,0.31,1.71,TREND,32,26,0,18,0,0,strong trend; healthy momentum; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,77.16,75.61,69.81,80.71
20260731_170411,2026-07-31T17:04:11.140780+00:00,JPM,WATCH,76,76,NEUTRAL,40,0,353.36,0.72,5.65,14.21,65.7,0.26,1.46,TREND,32,26,0,18,0,0,strong trend; healthy momentum; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,344.3,327.72,311.86,357.31
20260731_170411,2026-07-31T17:04:11.140780+00:00,KO,WATCH,76,76,NEUTRAL,40,0,87.33,-1.31,3.79,11.28,58.0,0.41,1.92,TREND,32,26,0,18,0,0,strong trend; healthy momentum; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,83.99,82.01,76.08,89.08
20260731_170411,2026-07-31T17:04:11.140780+00:00,PM,WATCH,76,76,NEUTRAL,40,0,192.53,0.28,5.63,13.61,61.6,0.35,2.22,TREND,32,26,0,18,0,0,strong trend; healthy momentum; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,189.01,183.63,169.98,200.17
20260731_170411,2026-07-31T17:04:11.140780+00:00,8306.T,WATCH,75,75,NEUTRAL,40,0,3525.0,-3.35,8.56,25.98,55.0,1.08,2.21,MIXED,24,26,7,18,0,0,strong trend; healthy momentum; volume support; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,3554.0,3322.94,2815.09,3799.0
20260731_170411,2026-07-31T17:04:11.140780+00:00,EWA,WATCH,75,75,NEUTRAL,40,0,29.3,-1.74,4.31,0.38,62.0,0.8,1.01,TREND,32,22,3,18,0,0,strong trend; healthy momentum; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,28.71,28.63,27.96,30.26
20260731_170411,2026-07-31T17:04:11.140780+00:00,AIR.PA,WATCH,74,74,NEUTRAL,40,0,202.2,-0.88,-1.92,12.41,58.1,1.35,2.21,TREND,32,16,12,14,0,0,strong trend; healthy momentum; volume support; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,201.16,191.02,190.04,220.2
20260731_170411,2026-07-31T17:04:11.140780+00:00,ATD.TO,WATCH,74,74,NEUTRAL,40,0,92.23,2.73,0.93,15.97,51.5,0.86,1.44,TREND,32,21,3,18,0,0,strong trend; healthy momentum; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,90.6,86.63,79.0,93.76
20260731_170411,2026-07-31T17:04:11.140780+00:00,UCG.MI,WATCH,74,74,NEUTRAL,40,0,81.61,-0.11,-0.43,15.76,47.3,1.18,1.93,TREND,32,16,12,14,0,0,strong trend; healthy momentum; volume support; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,81.55,78.14,70.42,83.21
20260731_170411,2026-07-31T17:04:11.140780+00:00,WOW.AX,WATCH,74,74,NEUTRAL,40,0,39.77,-1.73,-0.03,16.42,49.2,1.27,0.94,TREND,32,16,12,14,0,0,strong trend; healthy momentum; volume support; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,39.62,38.27,33.56,40.55
20260731_170411,2026-07-31T17:04:11.140780+00:00,RACE.MI,WATCH,73,73,NEUTRAL,40,0,340.1,-1.03,2.7,17.48,58.7,1.28,1.91,TREND,32,21,12,8,0,0,strong trend; healthy momentum; volume support,SPY NEUTRAL 58; QQQ BEARISH 26,330.87,317.71,313.06,426.9
20260731_170411,2026-07-31T17:04:11.140780+00:00,ANZ.AX,WATCH,72,72,NEUTRAL,40,0,37.31,-0.53,5.81,-0.11,61.0,1.38,0.87,TREND,28,18,12,14,0,0,strong trend; healthy momentum; volume support; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,36.28,35.47,36.47,40.89
20260731_170411,2026-07-31T17:04:11.140780+00:00,EWC,WATCH,72,72,NEUTRAL,40,0,59.6,-0.31,3.18,3.3,58.5,0.4,0.65,TREND,32,22,0,18,0,0,strong trend; healthy momentum; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,59.02,58.57,55.63,59.84
20260731_170411,2026-07-31T17:04:11.140780+00:00,MA,WATCH,72,72,NEUTRAL,40,0,572.84,-0.78,6.2,15.24,67.6,0.68,1.54,TREND,28,26,0,18,0,0,strong trend; healthy momentum; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,542.81,514.13,527.94,598.96
20260731_170411,2026-07-31T17:04:11.140780+00:00,PRU.L,WATCH,72,72,NEUTRAL,40,0,1116.0,-1.67,8.82,-4.45,64.3,1.25,1.48,TREND,28,18,12,14,0,0,strong trend; healthy momentum; volume support; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,1068.38,1038.24,1092.55,1220.0
20260731_170411,2026-07-31T17:04:11.140780+00:00,6098.T,WATCH,71,71,NEUTRAL,40,0,12915.0,-1.41,12.01,75.45,56.2,1.05,2.25,TREND,32,14,7,18,0,0,strong trend; volume support; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,12422.5,11419.24,8646.08,13100.0
20260731_170411,2026-07-31T17:04:11.140780+00:00,AMGN,WATCH,71,71,NEUTRAL,40,0,383.64,-1.03,2.54,16.4,67.1,0.32,1.66,TREND,32,21,0,18,0,0,strong trend; healthy momentum; relative strength,SPY NEUTRAL 58; QQQ BEARISH 26,370.69,355.71,343.82,393.1
