scan_id,saved_at,ticker,signal,score,base_score,market_regime,market_score,market_adjustment,close,change_1d_pct,change_20d_pct,change_60d_pct,rsi_14,volume_ratio,volatility_20d_pct,trend,trend_score,momentum_score,volume_score,relative_strength_score,volatility_penalty,extension_penalty,reason,regime_reason,sma_20,sma_50,sma_200,high_52w
20260712_203120,2026-07-12T20:31:20.763567+00:00,AMZN,IGNORE,47,45,RISK_ON,86,6,245.34,-0.69,3.08,-1.48,50.9,0.51,2.17,RECOVERING,18,18,0,9,0,0,developing trend; healthy momentum,SPY BULLISH 90; QQQ BULLISH 82,240.19,254.03,233.33,274.99
20260712_203120,2026-07-12T20:31:20.763567+00:00,SHOP,IGNORE,45,43,RISK_ON,86,6,122.54,-0.51,13.25,4.17,68.3,0.64,2.99,TREND,22,17,0,8,-4,0,strong trend; healthy momentum,SPY BULLISH 90; QQQ BULLISH 82,114.81,111.9,135.47,179.01
20260712_203120,2026-07-12T20:31:20.763567+00:00,TSLA,IGNORE,45,43,RISK_ON,86,6,407.76,0.3,6.86,11.96,52.0,0.72,3.83,RECOVERING,8,26,0,13,-4,0,healthy momentum; relative strength,SPY BULLISH 90; QQQ BULLISH 82,400.88,409.2,418.14,489.88
20260712_203120,2026-07-12T20:31:20.763567+00:00,UBER,IGNORE,44,42,RISK_ON,86,6,74.54,0.26,8.64,2.24,56.1,0.45,2.94,RECOVERING,16,22,0,8,-4,0,developing trend; healthy momentum,SPY BULLISH 90; QQQ BULLISH 82,72.72,73.09,80.55,100.1
20260712_203120,2026-07-12T20:31:20.763567+00:00,HOOD,IGNORE,42,40,RISK_ON,86,6,111.97,-2.73,29.65,41.57,53.7,0.81,4.32,TREND,28,13,3,8,-8,-4,strong trend; volatility risk,SPY BULLISH 90; QQQ BULLISH 82,104.32,89.55,102.19,152.46
20260712_203120,2026-07-12T20:31:20.763567+00:00,NET,IGNORE,39,37,RISK_ON,86,6,268.4,-2.68,22.18,50.24,77.3,0.71,2.8,TREND,32,-1,0,18,-4,-8,strong trend; weak momentum; relative strength; overextended,SPY BULLISH 90; QQQ BULLISH 82,240.8,231.32,209.33,275.8
20260712_203120,2026-07-12T20:31:20.763567+00:00,GOOGL,IGNORE,38,36,RISK_ON,86,6,357.18,-0.48,0.22,7.29,42.5,0.51,2.02,MIXED,10,13,0,13,0,0,relative strength,SPY BULLISH 90; QQQ BULLISH 82,357.88,372.75,318.91,402.62
20260712_203120,2026-07-12T20:31:20.763567+00:00,PYPL,IGNORE,36,34,RISK_ON,86,6,46.32,2.21,13.81,-3.44,67.3,0.66,2.11,RECOVERING,16,18,0,0,0,0,developing trend; healthy momentum,SPY BULLISH 90; QQQ BULLISH 82,43.54,44.4,53.21,78.22
20260712_203120,2026-07-12T20:31:20.763567+00:00,MU,IGNORE,33,31,RISK_ON,86,6,979.3,-1.24,9.8,110.3,40.4,0.59,7.49,MIXED,24,6,0,13,-12,0,strong trend; relative strength; volatility risk,SPY BULLISH 90; QQQ BULLISH 82,1053.56,899.05,464.48,1213.56
20260712_203120,2026-07-12T20:31:20.763567+00:00,ARM,IGNORE,24,22,RISK_ON,86,6,323.39,-1.37,5.19,100.59,24.3,0.28,6.48,MIXED,24,2,0,8,-12,0,strong trend; volatility risk,SPY BULLISH 90; QQQ BULLISH 82,356.53,309.2,181.34,439.46
20260712_203120,2026-07-12T20:31:20.763567+00:00,MSFT,IGNORE,18,16,RISK_ON,86,6,385.1,0.19,-3.09,-2.04,52.9,0.51,2.36,RECOVERING,8,8,0,0,0,0,mixed setup,SPY BULLISH 90; QQQ BULLISH 82,380.51,403.62,442.28,542.07
20260712_203120,2026-07-12T20:31:20.763567+00:00,COIN,IGNORE,16,14,RISK_ON,86,6,159.07,0.4,3.31,-13.74,47.1,0.79,3.87,WEAK,0,18,0,0,-4,0,healthy momentum,SPY BULLISH 90; QQQ BULLISH 82,159.19,175.13,226.68,419.78
20260712_203120,2026-07-12T20:31:20.763567+00:00,INTC,IGNORE,15,13,RISK_ON,86,6,109.84,-2.4,2.62,72.14,33.1,0.56,5.92,MIXED,16,-3,0,8,-8,0,developing trend; weak momentum; volatility risk,SPY BULLISH 90; QQQ BULLISH 82,124.58,117.0,62.47,140.94
20260712_203120,2026-07-12T20:31:20.763567+00:00,CRM,IGNORE,14,12,RISK_ON,86,6,163.32,0.5,-4.45,-4.66,64.5,0.5,2.36,RECOVERING,8,8,0,-4,0,0,mixed setup,SPY BULLISH 90; QQQ BULLISH 82,160.09,172.89,210.3,270.25
20260712_203120,2026-07-12T20:31:20.763567+00:00,PLTR,IGNORE,10,8,RISK_ON,86,6,126.79,-1.74,-2.63,-6.57,48.5,0.7,3.67,RECOVERING,8,8,0,-4,-4,0,mixed setup,SPY BULLISH 90; QQQ BULLISH 82,124.92,133.25,156.8,207.18
20260712_203120,2026-07-12T20:31:20.763567+00:00,QCOM,IGNORE,4,2,RISK_ON,86,6,189.16,-1.02,-1.07,42.4,29.2,0.34,4.21,MIXED,10,-4,0,4,-8,0,weak momentum; volatility risk,SPY BULLISH 90; QQQ BULLISH 82,198.72,206.82,168.88,251.02
20260712_203120,2026-07-12T20:31:20.763567+00:00,ADBE,IGNORE,2,0,RISK_ON,86,6,223.64,0.44,-4.17,-5.12,82.1,0.36,3.04,RECOVERING,8,-6,0,-4,-4,-8,weak momentum; overextended,SPY BULLISH 90; QQQ BULLISH 82,208.1,232.6,285.15,372.87
20260712_203120,2026-07-12T20:31:20.763567+00:00,NFLX,IGNORE,2,0,RISK_ON,86,6,73.37,-2.78,-10.52,-30.97,41.1,0.93,2.64,WEAK,0,-5,3,-4,-4,0,weak momentum,SPY BULLISH 90; QQQ BULLISH 82,75.61,82.41,94.94,127.42
20260712_203120,2026-07-12T20:31:20.763567+00:00,ORCL,IGNORE,2,0,RISK_ON,86,6,140.64,-2.48,-30.12,-13.72,12.4,0.86,3.03,WEAK,0,-9,3,-4,-4,0,weak momentum,SPY BULLISH 90; QQQ BULLISH 82,160.18,183.07,195.72,328.33
